,Country,Elect_tech,Grid_status,2008 Gen Est,2009 Gen Est,2010 Gen Est,2011 Gen Est,2012 Gen Est,2013 Gen Est,2014 Gen Est,2015 Gen Est,2016 Gen Est,2017 Gen Est,2018 Gen Est,2019 Gen Est
0,Afghanistan,Fossil fuels,Off-grid,41.505,45.275,44.85,97.9,79.375,98.7,81.413,37.013,30.198,27.158,31.39,39.68
1,Afghanistan,Fossil fuels,On-grid,253.57,147.325,134.45,136.95,114.2,108.675,88.725,109.65,118.12,136.46,155.373,141.085
2,Afghanistan,Off-grid Solar photovoltaic,Off-grid,,0.004,0.18,0.212,28.374,29.644,32.319,33.32,35.499,35.769,34.946,34.125
3,Afghanistan,Renewable hydropower,Off-grid,14.822,36.827,46.089,48.219,55.896,74.754,95.495,109.708,107.598,119.652,105.841,130.397
4,Afghanistan,Renewable hydropower,On-grid,577.073,717.0,757.05,634.125,680.25,780.075,872.188,890.863,917.31,929.051,821.811,1012.478
5,Albania,On-grid Solar photovoltaic,On-grid,0.272,0.408,0.544,0.767,0.924,1.03,1.188,1.428,1.36,1.2,1.334,22.196
6,Albania,Renewable hydropower,On-grid,3797.0,5201.0,7567.0,4132.0,4725.0,6959.0,4724.441,5895.0,7781.702,4524.979,8552.152,5183.847
7,Algeria,Concentrated solar power,On-grid,,,0.1,103.117,193.233,192.536,196.833,148.206,134.4,186.111,133.11,133.11
8,Algeria,Fossil fuels,On-grid,39703.234,42427.8,44999.65,50668.017,56814.81,59313.052,63851.9,68504.335,70791.074,75382.0,75880.0,80681.0
9,Algeria,Renewable hydropower,On-grid,282.715,342.0,172.78,378.222,389.4,98.481,192.6,145.318,72.0,56.0,117.0,152.0
10,American Samoa,Fossil fuels,Off-grid,2.017,2.057,2.02,1.956,1.803,1.953,1.869,1.715,1.544,0.784,0.784,0.784
11,American Samoa,Fossil fuels,On-grid,183.861,171.518,156.062,153.16,153.316,151.92,152.893,159.677,166.255,161.208,161.208,161.208
12,American Samoa,On-grid Solar photovoltaic,On-grid,,,,0.267,1.409,2.419,2.363,2.494,3.125,3.735,3.735,3.735
13,Andorra,Renewable hydropower,On-grid,63.0,62.0,100.0,78.9,76.182,101.779,113.416,85.671,84.355,85.099,114.358,85.597
14,Andorra,Renewable municipal waste,On-grid,15.7,19.0,12.7,12.3,11.676,12.904,13.392,13.809,14.161,17.0,20.511,21.544
15,Angola,Fossil fuels,Off-grid,70.758,70.758,150.522,237.9,682.042,1273.747,1688.883,1735.654,1764.659,1909.685,1909.685,1909.685
16,Angola,Fossil fuels,On-grid,1083.753,1780.0,1930.0,1821.631,2422.46,4550.0,4500.0,4629.6,4534.937,3086.478,3086.478,3086.478
17,Angola,Off-grid Solar photovoltaic,Off-grid,6.811,7.526,10.079,10.96,13.637,15.335,16.986,18.271,18.271,18.271,18.271,18.271
18,Angola,Renewable hydropower,Off-grid,48.804,49.458,50.948,52.469,49.982,49.211,61.125,61.125,61.125,94.336,94.336,94.336
19,Angola,Renewable hydropower,On-grid,3133.327,3286.143,3634.641,3990.446,3789.847,3589.344,4978.803,4978.803,6225.001,8749.837,11228.586,12467.961
20,Anguilla,Fossil fuels,On-grid,89.502,91.223,98.569,95.391,89.475,88.562,89.503,92.264,102.024,100.268,100.515,105.812
21,Antigua and Barbuda,Fossil fuels,On-grid,296.0,327.4,329.5,329.0,330.0,330.0,336.0,340.0,344.0,344.0,352.378,212.868
22,Antigua and Barbuda,On-grid Solar photovoltaic,On-grid,,0.158,0.158,0.473,0.473,0.63,0.63,5.355,5.434,5.828,9.608,13.073
23,Argentina,Fossil fuels,Off-grid,917.066,924.404,968.9,1009.116,1049.262,1037.462,800.11,830.641,809.337,809.337,809.337,809.337
24,Argentina,Fossil fuels,On-grid,68515.662,63655.679,68671.543,75468.645,83493.81,83940.304,84290.527,87616.484,90873.352,88443.0,87727.0,80136.69
25,Argentina,Nuclear,On-grid,7330.388,8161.669,7170.885,6370.904,6395.161,6206.899,5513.941,7038.881,8284.702,5716.3,6453.0,7927.077
26,Argentina,Off-grid Solar photovoltaic,Off-grid,0.144,0.076,0.086,0.1,0.11,0.134,0.186,0.146,0.14,0.14,0.142,1.249
27,Argentina,On-grid Solar photovoltaic,On-grid,,,,1.514,8.06,14.958,15.748,14.669,14.403,16.0,108.0,799.685
28,Argentina,Onshore wind energy,On-grid,41.951,36.832,25.352,26.231,369.24,461.27,619.043,598.665,554.047,670.269,1413.0,4995.966
29,Argentina,Pumped storage,On-grid,538.26,714.914,551.322,560.805,718.766,648.727,722.876,816.548,823.66,823.66,823.66,604.954
30,Argentina,Renewable hydropower,Off-grid,9.476,10.065,12.926,8.333,7.728,4.76,8.489,5.514,2.415,5.328,5.328,5.328
31,Argentina,Renewable hydropower,On-grid,30908.606,34367.939,33261.59,31274.117,28931.365,32715.259,32367.109,33974.586,29306.308,38760.34,39128.34,34765.204
32,Argentina,Solid biofuels,On-grid,933.361,1105.539,1212.983,1255.691,1351.278,1406.631,1070.362,1148.286,1474.209,1788.707,1638.442,1903.902
33,Armenia,Fossil fuels,On-grid,1853.9,1154.1,1438.3,2390.3,3399.1,3173.1,3288.6,2801.2,2581.5,2871.8,3375.6,3046.9
34,Armenia,Nuclear,On-grid,2461.6,2493.7,2490.0,2548.1,2322.0,2359.7,2464.8,2787.7,2380.5,2619.6,2076.1,2197.8
35,Armenia,Onshore wind energy,On-grid,1.9,4.3,7.0,5.6,4.1,3.8,4.0,3.7,1.8,2.1,1.9,3.3
36,Armenia,Renewable hydropower,On-grid,1797.0,2019.4,2556.1,2488.7,2311.0,2173.4,1992.6,2205.6,2351.4,2269.0,2318.2,2370.9
37,Aruba,Fossil fuels,On-grid,913.607,907.68,833.993,817.889,779.122,776.804,755.257,755.547,802.109,834.234,827.094,810.756
38,Aruba,On-grid Solar photovoltaic,On-grid,,,0.088,0.351,1.141,2.283,5.707,9.658,10.712,10.712,10.712,10.712
39,Aruba,Onshore wind energy,On-grid,,16.638,106.159,112.237,134.199,148.994,155.61,166.419,134.179,133.054,136.392,136.392
40,Australia,Biogas,On-grid,859.0,1031.0,1016.0,1025.0,1624.0,1601.0,1635.0,1491.0,1271.0,1193.0,1254.0,1332.0
41,Australia,Concentrated solar power,On-grid,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0
42,Australia,Fossil fuels,On-grid,223347.0,229493.0,230893.0,227433.0,224509.0,216511.0,211256.0,217871.0,219115.0,217564.0,216366.0,212002.0
43,Australia,Geothermal energy,On-grid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
44,Australia,Marine energy,On-grid,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
45,Australia,On-grid Solar photovoltaic,On-grid,123.0,156.0,386.0,1388.0,2322.0,3472.0,4007.0,5019.0,6205.0,8069.0,9926.0,14845.0
46,Australia,Onshore wind energy,On-grid,3093.0,3824.0,5052.0,6085.0,6970.0,7960.0,10252.0,11467.0,12199.0,12597.0,15164.0,17712.0
47,Australia,Pumped storage,On-grid,148.0,67.0,47.0,113.0,104.0,154.0,83.0,121.0,297.0,248.0,217.0,365.0
48,Australia,Renewable hydropower,On-grid,11909.0,11802.0,13502.0,16694.0,13979.0,18116.0,18338.0,13324.0,15021.0,16037.0,15804.0,15602.0
49,Australia,Solid biofuels,On-grid,3737.0,1784.0,1761.0,1077.0,1419.0,1551.0,1876.0,2117.0,2451.0,2308.0,2264.0,2164.0
50,Austria,Biogas,On-grid,601.945,608.603,646.155,625.115,641.672,622.787,613.294,633.524,665.712,670.346,628.313,611.865
51,Austria,Fossil fuels,On-grid,19377.72,18512.649,22328.459,20786.993,16682.114,13470.778,10854.586,13587.4,13457.412,15680.532,14253.554,15675.255
52,Austria,Geothermal energy,On-grid,1.616,1.511,1.398,1.053,0.677,0.306,0.384,0.061,0.021,0.091,0.239,0.2
53,Austria,Liquid biofuels,On-grid,36.084,39.823,30.396,11.921,0.405,0.262,0.134,0.141,0.752,0.232,0.096,0.204
54,Austria,Off-grid Solar photovoltaic,Off-grid,3.122,3.353,3.545,4.187,4.391,5.19,5.489,5.535,6.487,6.963,7.197,7.697
55,Austria,On-grid Solar photovoltaic,On-grid,26.998,45.562,85.268,169.883,333.092,620.784,779.757,931.563,1089.529,1262.008,1447.935,1694.396
56,Austria,Onshore wind energy,On-grid,2011.257,1954.04,2063.914,1936.196,2462.864,3152.433,3845.675,4840.321,5234.838,6571.511,6030.429,7477.363
57,Austria,Other non-renewable energy,On-grid,606.48,624.943,606.233,574.936,699.317,632.928,571.62,695.31,731.383,707.149,729.591,800.884
58,Austria,Pumped storage,On-grid,2336.963,2772.677,3195.005,3542.998,3894.198,3761.527,3826.397,3434.672,3037.153,3881.567,3581.237,3378.05
59,Austria,Renewable hydropower,On-grid,38329.491,40896.304,38363.418,34237.171,43847.698,42016.72,41007.237,37156.866,39971.337,38293.75,37637.911,40455.346
60,Austria,Renewable municipal waste,On-grid,203.972,214.075,213.963,211.58,239.598,255.089,331.019,302.241,330.364,315.521,335.804,357.551
61,Austria,Solid biofuels,On-grid,3316.313,3413.972,3590.28,3711.06,3797.43,3817.831,3603.28,3711.788,3783.198,3934.744,3965.583,3775.492
62,Azerbaijan,Fossil fuels,On-grid,19411.0,16558.0,15262.7,17618.0,21167.1,21729.6,23249.3,22859.9,22761.1,22344.9,23177.0,24162.6
63,Azerbaijan,On-grid Solar photovoltaic,On-grid,0.129,0.129,0.387,0.2,0.2,0.8,2.911,4.568,35.25,37.2,39.3,44.2
64,Azerbaijan,Onshore wind energy,On-grid,,2.1,0.5,,,0.8,2.34,4.604,22.76,22.1,82.7,105.4
65,Azerbaijan,Renewable hydropower,On-grid,2232.2,2308.4,3446.3,2675.8,1821.0,1490.7,1300.0,1637.506,1959.3,1746.4,1768.0,1564.8
66,Bahamas,Fossil fuels,On-grid,2181.283,2068.703,1937.192,1980.612,1827.106,1811.881,1847.733,1921.913,1889.968,1886.538,1899.473,1971.438
67,Bahamas,Off-grid Solar photovoltaic,Off-grid,,,,0.008,0.024,0.035,0.118,0.213,0.27,0.269,0.203,0.179
68,Bahamas,On-grid Solar photovoltaic,On-grid,0.154,0.308,0.463,0.617,0.925,0.925,1.773,1.773,1.85,1.928,1.928,2.641
69,Bahrain,Fossil fuels,On-grid,11382.22,12223.96,13779.8,13839.8,14118.2,14773.7,16270.94,17240.53,17081.776,17992.78,17875.109,17875.109
70,Bahrain,Onshore wind energy,On-grid,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
71,Bangladesh,Biogas,Off-grid,,0.285,0.591,0.876,1.169,1.454,1.751,1.806,1.976,1.976,1.976,1.976
72,Bangladesh,Fossil fuels,Off-grid,9427.155,10398.938,9820.147,9638.896,9954.062,9323.484,8341.931,8205.486,9553.611,10899.647,12082.049,12985.437
73,Bangladesh,Fossil fuels,On-grid,26668.336,29027.867,31265.608,34283.12,37875.025,40414.771,41592.145,45791.497,52016.48,56857.85,62674.163,66455.485
74,Bangladesh,Off-grid Solar photovoltaic,Off-grid,15.203,25.076,44.231,58.395,90.448,128.655,162.916,191.981,200.309,223.738,212.927,225.815
75,Bangladesh,Onshore wind energy,Off-grid,1.314,3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504
76,Bangladesh,Onshore wind energy,On-grid,1.577,1.577,1.577,1.577,1.577,1.577,1.577,1.577,1.577,1.577,1.577,1.577
77,Bangladesh,Renewable hydropower,On-grid,726.087,607.142,848.314,872.128,882.976,781.489,606.553,802.4,1020.927,1051.229,914.608,812.168
78,Barbados,Fossil fuels,On-grid,1053.66,1068.34,1027.67,1049.0,1128.52,1015.84,1020.58,1029.29,1045.44,1031.77,1084.208,1121.0
79,Barbados,On-grid Solar photovoltaic,On-grid,0.932,1.243,1.554,2.642,3.419,4.351,10.101,13.986,22.533,31.857,33.411,44.289
80,Belarus,Biogas,On-grid,1.12,5.016,5.952,11.253,12.729,33.707,33.898,35.775,34.889,46.0,43.0,41.0
81,Belarus,Fossil fuels,On-grid,34975.0,30264.0,34756.0,32051.0,30596.0,31209.0,34447.0,33755.0,33145.0,33729.0,38180.0,39420.0
82,Belarus,Onshore wind energy,On-grid,1.324,1.046,1.066,1.266,6.234,7.888,11.09,26.392,74.775,97.0,99.311,177.81
83,Belarus,Other non-renewable energy,On-grid,,6.394,8.735,9.832,31.897,32.402,34.992,46.972,29.14,32.0,32.0,32.0
84,Belarus,Renewable hydropower,On-grid,39.0,44.0,45.0,42.0,70.0,138.0,121.0,107.195,141.942,405.0,324.0,350.525
85,Belarus,Solid biofuels,On-grid,32.279,55.06,78.402,84.346,81.415,86.661,87.068,104.274,112.309,117.0,131.0,262.656
86,Belgium,Biogas,On-grid,333.0,469.0,570.0,564.0,663.5,773.6,871.5,952.7,993.3,938.2,944.7,946.9
87,Belgium,Fossil fuels,On-grid,32287.0,35747.0,38518.4,31169.4,29369.5,26230.7,23817.6,26345.7,24950.7,25619.5,26490.1,28101.1
88,Belgium,Liquid biofuels,On-grid,141.0,360.0,265.0,225.9,150.0,126.7,90.0,129.8,31.2,35.6,74.2,71.4
89,Belgium,Nuclear,On-grid,45568.0,47222.0,47944.0,48234.0,40295.0,42644.0,33703.0,26103.0,43523.0,42226.8,28597.0,43523.6
90,Belgium,Offshore wind energy,On-grid,,82.0,190.0,709.0,854.0,1540.0,2216.3,2613.0,2391.7,2645.0,3311.0,4645.0
91,Belgium,On-grid Solar photovoltaic,On-grid,41.388,166.008,560.0,1169.0,2148.0,2644.0,2886.2,3056.3,3095.2,3307.6,3902.9,4247.0
92,Belgium,Onshore wind energy,On-grid,637.012,914.0,1102.0,1603.0,1897.0,2125.0,2399.0,2961.0,3046.0,3868.7,4153.7,5080.6
93,Belgium,Other non-renewable energy,On-grid,1310.0,1398.0,1448.2,1467.0,1554.4,1565.9,1685.9,1764.3,1867.3,1933.7,1844.0,1726.6
94,Belgium,Pumped storage,On-grid,1346.978,1429.0,1356.0,1227.0,1302.0,1324.0,1173.0,1099.1,1119.1,1127.3,1015.3,879.2
95,Belgium,Renewable hydropower,On-grid,409.582,328.0,312.0,196.0,357.0,380.0,292.2,318.4,370.0,270.1,313.5,302.0
96,Belgium,Renewable municipal waste,On-grid,370.0,463.0,653.3,734.4,759.4,787.6,879.7,927.2,954.4,986.8,967.6,930.7
97,Belgium,Solid biofuels,On-grid,2485.0,2657.0,2978.4,3132.9,3684.4,3354.5,2631.5,3554.0,3471.0,3816.4,3484.3,3291.9
98,Belize,Fossil fuels,On-grid,11.035,69.63,12.1,6.9,17.2,8.8,12.0,26.1,31.9,34.9,71.901,137.237
99,Belize,Off-grid Solar photovoltaic,Off-grid,,0.001,0.001,0.002,0.011,0.012,0.021,0.026,0.026,0.034,0.037,0.851
100,Belize,Onshore wind energy,Off-grid,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035
101,Belize,Renewable hydropower,On-grid,210.812,193.514,263.2,244.6,208.6,258.6,256.3,235.9,260.5,282.2,249.696,74.6
102,Belize,Solid biofuels,On-grid,14.702,15.137,77.74,94.007,93.251,77.32,96.753,121.379,114.967,119.921,136.523,163.145
103,Benin,Fossil fuels,On-grid,225.212,127.212,113.575,72.459,126.005,92.038,193.851,322.957,265.437,324.565,324.565,1340.296
104,Bhutan,Fossil fuels,On-grid,0.995,0.235,0.3,0.321,0.177,0.54,0.01,0.02,,0.27,0.04,0.006
105,Bhutan,Off-grid Solar photovoltaic,Off-grid,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385,0.385
106,Bhutan,Renewable hydropower,Off-grid,24.195,23.68,25.582,20.007,15.063,18.48,16.93,16.0,11.0,11.2,18.1,17.8
107,Bhutan,Renewable hydropower,On-grid,6737.235,6955.205,6971.71,7046.211,6808.329,7531.02,7147.22,7731.1,7941.8,7717.2,6940.6,8856.92
108,Bolivia (Plurinational State of),Fossil fuels,Off-grid,859.5,899.4,872.0,607.7,721.0,714.1,671.7,516.8,515.9,629.15,615.771,623.35
109,Bolivia (Plurinational State of),Fossil fuels,On-grid,3052.195,3308.69,3875.941,4223.226,4553.523,4753.395,5579.8,5922.174,6950.8,6645.2,6366.323,5883.7
110,Bolivia (Plurinational State of),Off-grid Solar photovoltaic,Off-grid,0.915,1.077,1.14,1.314,1.582,2.119,4.133,4.8,5.7,5.82,5.37,6.32
111,Bolivia (Plurinational State of),Onshore wind energy,On-grid,,,0.037,0.037,0.037,0.037,8.158,11.45,34.9,60.38,58.84,70.219
112,Bolivia (Plurinational State of),Renewable hydropower,Off-grid,28.684,30.701,21.805,22.315,29.339,18.561,,2.2,4.2,3.67,6.57,5.89
113,Bolivia (Plurinational State of),Renewable hydropower,On-grid,2280.487,2264.298,2151.429,2324.157,2322.431,2514.864,2232.993,2439.591,1715.6,2229.9,2605.795,3244.777
114,Bolivia (Plurinational State of),Solid biofuels,Off-grid,60.2,60.2,60.2,60.2,60.2,60.2,90.5,122.9,114.3,77.08,91.33,66.72
115,Bolivia (Plurinational State of),Solid biofuels,On-grid,53.0,53.0,53.0,53.0,53.0,53.0,76.31,79.1,61.9,44.8,77.055,150.254
116,"Bonaire, Sint Eustatius and Saba",Fossil fuels,On-grid,89.6,93.6,99.0,80.2,81.2,79.6,78.8,86.7,82.9,101.3,91.4,103.7
117,"Bonaire, Sint Eustatius and Saba",Onshore wind energy,On-grid,1.4,1.5,4.9,26.3,32.5,36.7,41.2,40.1,35.1,31.5,37.1,32.5
118,Bosnia and Herzegovina,Fossil fuels,On-grid,9803.0,9252.0,8903.0,10677.0,9659.0,10006.0,11088.0,10887.0,12102.0,12424.0,12509.0,11029.0
119,Bosnia and Herzegovina,On-grid Solar photovoltaic,On-grid,0.348,0.348,0.348,0.348,0.405,1.553,8.313,9.477,23.607,21.0,21.0,30.0
120,Bosnia and Herzegovina,Onshore wind energy,On-grid,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,103.0,254.0
121,Bosnia and Herzegovina,Renewable hydropower,On-grid,4867.0,6239.0,8026.0,4387.0,4149.0,7236.0,5935.0,5537.0,5595.0,3790.0,6418.0,6101.0
122,Botswana,Fossil fuels,Off-grid,32.5,27.95,31.2,29.9,32.37,29.64,34.97,31.59,32.5,32.5,32.5,32.5
123,Botswana,Fossil fuels,On-grid,697.0,620.7,550.3,477.36,349.5,921.9,2313.0,2924.6,2769.0,3073.0,3499.0,3293.0
124,Botswana,Off-grid Solar photovoltaic,Off-grid,,,0.238,0.289,0.538,0.709,0.957,1.458,3.292,3.5,4.373,4.373
125,Brazil,Biogas,On-grid,82.422,220.438,103.723,178.809,188.149,232.116,396.801,512.573,689.665,766.485,728.148,884.914
126,Brazil,Fossil fuels,On-grid,54861.28,34564.156,60400.07,46966.811,75026.339,110346.288,134859.198,127619.707,89128.694,98661.508,82596.7,87125.386
127,Brazil,Liquid biofuels,On-grid,210.756,236.624,397.135,399.357,476.653,506.325,721.146,706.317,327.005,292.003,401.802,443.684
128,Brazil,Nuclear,On-grid,13968.58,12957.0,14523.156,15659.376,16038.4,15449.69,15378.462,14734.153,15864.344,15739.196,15673.887,16128.824
129,Brazil,Onshore wind energy,On-grid,1183.0,1238.0,2177.0,2704.5,5050.046,6578.41,12210.252,21625.702,33488.872,42373.258,48475.141,55985.622
130,Brazil,Other non-renewable energy,On-grid,3816.06,3535.03,3466.272,5465.581,5274.1,6491.612,7559.88,7566.347,8085.497,7902.99,7836.014,7636.042
131,Brazil,Renewable hydropower,Off-grid,,,0.1,0.104,0.099,0.091,0.084,0.079,0.079,0.074,0.074,0.073
132,Brazil,Renewable hydropower,On-grid,369556.4,390988.065,403289.813,428332.92,415342.175,390992.014,373439.06,359742.808,380910.942,370906.456,388971.076,397877.057
133,Brazil,Solid biofuels,On-grid,19493.08,22418.81,31441.517,32050.874,35100.869,40233.406,45961.236,48661.431,50318.03,51853.617,53252.284,53592.279
134,British Virgin Islands,Fossil fuels,On-grid,180.1,186.7,196.1,191.2,197.1,196.7,197.2,198.0,200.0,294.872,294.872,294.872
135,British Virgin Islands,On-grid Solar photovoltaic,On-grid,,,0.055,0.111,0.111,0.111,0.111,0.209,0.308,0.308,0.308,0.308
136,British Virgin Islands,Onshore wind energy,On-grid,,,0.625,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
137,Brunei Darussalam,Fossil fuels,Off-grid,352.32,342.79,336.96,305.63,376.43,404.813,414.51,423.071,427.19,433.04,440.231,427.776
138,Brunei Darussalam,Fossil fuels,On-grid,3071.16,3268.681,3455.261,3417.35,3552.237,3556.992,3640.092,3775.715,3842.659,3722.765,3851.774,4021.382
139,Brunei Darussalam,On-grid Solar photovoltaic,On-grid,,,0.81,1.624,1.667,1.692,1.6,1.293,1.067,1.545,1.569,1.058
140,Bulgaria,Biogas,On-grid,,2.0,16.0,19.0,1.0,16.351,62.0,120.0,190.0,215.771,212.293,230.717
141,Bulgaria,Fossil fuels,On-grid,25857.0,23392.0,24965.568,29751.0,25452.0,21956.598,23658.0,24568.0,21735.0,23237.329,21014.34,19742.16
142,Bulgaria,Nuclear,On-grid,15765.0,15256.0,15249.0,16314.0,15785.0,14171.0,15867.0,15383.0,15776.0,15545.499,16125.281,16555.288
143,Bulgaria,On-grid Solar photovoltaic,On-grid,0.167,3.267,14.865,100.862,813.867,1360.859,1252.464,1383.274,1386.295,1402.965,1342.775,1442.468
144,Bulgaria,Onshore wind energy,On-grid,121.758,237.009,681.369,861.095,1220.898,1373.512,1330.577,1451.511,1424.97,1504.064,1318.123,1316.988
145,Bulgaria,Other non-renewable energy,On-grid,,15.0,14.0,23.0,15.0,16.0,14.0,23.0,34.0,34.003,41.453,41.313
146,Bulgaria,Pumped storage,On-grid,484.052,620.726,661.175,819.333,798.07,758.92,560.804,491.756,687.514,664.842,276.154,453.246
147,Bulgaria,Renewable hydropower,On-grid,2792.71,3431.986,5031.341,2871.581,3177.636,4036.218,4601.825,5654.786,3880.328,2828.103,5146.578,2929.499
148,Bulgaria,Solid biofuels,On-grid,16.0,6.0,19.432,37.0,65.0,94.051,138.0,152.0,163.0,180.21,1280.035,1545.791
149,Burkina Faso,Fossil fuels,On-grid,483.468,567.493,447.832,448.322,528.413,625.23,779.66,905.673,833.685,957.903,875.294,588.1
150,Burkina Faso,Off-grid Solar photovoltaic,Off-grid,3.7,4.9,5.8,9.4,9.4,10.2,11.3,13.0,16.2,19.4,43.7,43.7
151,Burkina Faso,Renewable hydropower,On-grid,135.932,132.297,117.538,81.949,96.646,105.543,90.473,93.462,139.485,127.933,91.447,105.317
152,Burundi,Fossil fuels,On-grid,,6.166,17.536,12.905,2.888,23.074,31.385,28.698,24.086,35.836,53.317,79.325
153,Burundi,Off-grid Solar photovoltaic,Off-grid,0.621,0.621,0.932,1.242,1.864,3.417,3.727,4.193,5.746,7.299,7.299,7.299
154,Burundi,Renewable hydropower,Off-grid,4.672,4.399,5.025,7.583,7.929,7.866,7.601,7.458,8.589,8.589,7.979,7.979
155,Burundi,Renewable hydropower,On-grid,208.185,196.023,223.931,232.503,243.108,241.175,233.068,228.672,263.356,250.121,232.357,232.357
156,Burundi,Solid biofuels,Off-grid,4.85,5.944,4.678,5.724,5.691,6.868,5.822,5.803,6.632,6.586,5.788,5.788
157,Cabo Verde,Fossil fuels,On-grid,280.285,290.64,333.921,324.08,300.337,308.032,312.44,334.514,361.406,349.932,340.268,360.926
158,Cabo Verde,On-grid Solar photovoltaic,On-grid,,,2.105,8.956,7.464,7.253,6.647,6.208,5.595,6.548,9.054,8.918
159,Cabo Verde,Onshore wind energy,On-grid,5.51,4.661,1.992,15.605,63.03,76.006,82.56,78.813,76.932,68.318,80.231,73.795
160,Cambodia,Fossil fuels,Off-grid,85.608,248.434,174.438,107.653,101.03,91.721,59.349,11.793,79.029,35.935,0.922,0.509
161,Cambodia,Fossil fuels,On-grid,1347.688,932.249,756.373,847.458,792.953,656.019,1130.641,2279.687,2793.521,3822.745,3354.953,4465.351
162,Cambodia,Off-grid Solar photovoltaic,Off-grid,,0.004,0.011,0.011,0.011,0.795,1.076,1.805,2.793,2.814,1.952,1.83
163,Cambodia,On-grid Solar photovoltaic,On-grid,2.758,3.099,3.174,5.643,6.786,7.726,12.245,15.869,23.833,29.913,41.033,118.643
164,Cambodia,Onshore wind energy,Off-grid,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
165,Cambodia,Renewable hydropower,On-grid,46.284,47.425,31.734,51.522,517.37,1015.54,1851.6,2159.64,2567.96,2711.14,4737.013,4025.34
166,Cambodia,Solid biofuels,Off-grid,,,,0.048,0.251,0.389,0.644,3.479,4.28,7.34,1.484,0.718
167,Cambodia,Solid biofuels,On-grid,4.532,6.486,5.819,11.859,12.746,8.791,18.646,37.796,42.41,57.9,69.148,97.472
168,Cameroon,Fossil fuels,On-grid,270.28,480.85,564.37,599.51,697.48,1034.05,1062.081,1254.4,1254.4,1313.552,1313.552,1313.552
169,Cameroon,Off-grid Solar photovoltaic,Off-grid,0.275,0.687,1.374,3.298,3.847,4.946,7.694,10.168,12.366,15.933,19.5,19.5
170,Cameroon,Renewable hydropower,On-grid,4232.0,4016.0,4260.0,4385.42,4256.05,4372.68,4372.68,4372.68,4372.68,5089.9,5089.9,5089.9
171,Canada,Biogas,On-grid,792.0,792.0,792.0,961.0,861.0,922.0,972.0,972.0,972.0,972.0,972.0,972.0
172,Canada,Fossil fuels,On-grid,148521.0,133046.0,139762.0,141436.0,132107.0,130342.0,133107.0,134604.0,131951.0,120209.0,119350.0,116519.0
173,Canada,Marine energy,On-grid,15.0,30.0,28.0,26.0,27.0,15.0,16.0,13.0,19.0,6.0,20.0,1.0
174,Canada,Nuclear,On-grid,96020.0,90091.0,90658.0,93589.0,94862.0,103439.0,107280.0,101809.0,101429.0,101299.0,100731.0,101197.0
175,Canada,On-grid Solar photovoltaic,On-grid,35.0,109.0,255.0,572.0,881.0,1499.0,2120.0,2895.0,4030.0,3573.0,3796.0,4079.0
176,Canada,Onshore wind energy,On-grid,3788.0,6641.0,8724.0,10187.0,11310.0,18092.0,22538.0,26964.0,30930.0,31511.0,33183.0,32657.0
177,Canada,Other non-renewable energy,On-grid,74.0,2012.0,3080.0,2609.0,2831.0,2552.0,2354.0,234.0,273.0,298.0,346.0,306.0
178,Canada,Pumped storage,On-grid,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0
179,Canada,Renewable hydropower,On-grid,377450.0,368651.0,351350.0,375686.0,380229.0,391750.0,382463.0,382155.0,385394.0,394548.0,385840.0,379631.0
180,Canada,Renewable municipal waste,On-grid,138.0,138.0,138.0,138.0,148.0,159.0,172.0,172.0,172.0,172.0,208.0,208.0
181,Canada,Solid biofuels,On-grid,6270.0,6979.0,8158.0,8105.0,8731.0,8814.0,7629.0,8015.0,8527.0,10273.0,9223.0,9748.0
182,Cayman Islands,Fossil fuels,On-grid,683.333,663.778,659.444,660.0,652.333,661.778,671.889,693.0,720.062,716.568,696.193,735.196
183,Central African Republic,Fossil fuels,On-grid,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,5.2,5.2,5.2,5.2
184,Central African Republic,Off-grid Solar photovoltaic,Off-grid,0.142,0.142,0.142,0.284,0.426,0.426,0.426,0.426,0.426,0.426,0.426,0.426
185,Central African Republic,Renewable hydropower,Off-grid,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
186,Central African Republic,Renewable hydropower,On-grid,125.0,138.0,139.0,140.0,140.0,140.0,140.0,140.0,134.3,134.3,134.3,134.3
